id,id_dup,type,lan,title,title_dup,content,content_dup,cos_similarity,content_distance,title_distance,certainty
91599,124194,1,1,Zorii invierii,Zorii Invierii,gm in al mortii trist vesmant dm imbracat trupul sfant bb flori de tainic legamant gm stau de veghe ,in al mortii trist vesmant dm imbracat trupul sfant bb flori de tainic legamant gm stau de veghe la ,0.979612701,0.97,0.928571429,validated
328,409,1,1,Eu ma-ndrept spre cer,Ma-ndrept sper cer,intro eu ma ndrept spre cer tot mai sus alerg chiar si noaptea grea tu ma sprijinesti eb isus ma con,eu ma ndrept spre cer tot mai sus alerg em chiar si noaptea grea tu ma sprijinesti em isus ma condu ,0.979589024,0.93,0.820512821,validated
149263,158760,1,1,Cerceteaza-ma,Cerceteaza-mÃ„Âƒ,intro am cerceteaza ma te rog am vorbeste mi tu cu dragoste vreau sa aud doar vocea ta dumnezeul meu,cerceteaza ma te rog gm vorbeste mi tu cu dragoste vreau sa aud doar vocea ta dumnezeul meu vezi dac,0.978377769,0.9,0.827586207,validated
666,130386,1,1,Iisuse viata mea,"Isuse, viata mea, scump tezaur esti in ea",do isuse viata mea scump tezaur esti in ea do scump tezaur esti in viata mea do ca mielul cel mai fr,b isuse viata mea scump tezaur esti in ea scump tezaur esti in viata mea b ca mielul cel mai frumos ,0.978088501,0.93,0.526315789,validated
131696,163104,1,1,Duh de rugaciune,Duh de rugÃ„Âƒciune,cm fm cm duh de rugaciune doamne mine pune fm cm ca sa pot sa fiu pentru tine viu cm fm cm ca sa pot,capo am dm am duh de rugaciune doamne mine pune dm am ca sa pot sa fiu pentru tine viu dm am ca sa p,0.977966047,0.89,0.857142857,validated
59591,108332,1,1,Sunt aici,Sunt aici stau la dispozitia Ta,stiu ca tu nu vrei nici jertfe si nici daruri stiu ca tu privesti doar la inima mea si ca vrei sa ve,dm stiu ca tu nu vrei nici jertfe si nici daruri fm stiu ca tu privesti doar la inima mea am si ca v,0.977885532,0.91,0.45,validated
136692,79549,1,1,"Eu stiu, Domnul meu e viu",Eu stiu Domnul meu e viu,cine facut soarele sa rasara si cine pus tarmul langa ocean b em si cum stie luna soarele sa ascunda,cine nvatat soarele sa rasara si cine pus tarmul langa ocean si cum stie luna ziua sa se ascunda si ,0.977601632,0.86,0.979591837,validated
60067,154992,1,1,El este Domn,El este Domn si in ceruri domneste,el este domn si in ceruri domneste el este domn lumina creata cand el porunceste el este domn si cin,el este domn si in ceruri domneste el este domn lumina creata cand el porunceste el este domn si cin,0.977149437,1,0.52173913,validated
108352,109398,1,1,Izvorul,"Izvorul , izvorul, izvor de bucurii",izvorul izvorul izvor de bucurii il port azi in suflet si nu mai pot opri multi nu ma nteleg azi dar,izvorul izvorul izvor de bucurii izvorul izvorul izvor de bucurii il port azi in suflet si nu mai po,0.977002103,0.67,0.333333333,validated
692,154716,1,1,Cum sa-Ti multumesc,Slavit fie Domnul,fm m maj fm sus sus maj cum sa ti multumesc pentru tot ce mi ai daruit maj m eu am meritat ca sa ma ,em gm bb dm dm bb em gm bb asus cum sa ti multumesc pentru tot ce mi ai daruit dm aaug dm fm eu am m,0.976873419,0.7,0.166666667,validated
114592,114672,1,1,Fii si Fiice,fii si fiice,fii si fiice intro am x vers am dac am putea muta muntii am dac am ajunge la stele tu ne ai iubi la ,fii si fiice intro am x dac am putea muta muntii am dac am ajunge la stele tu ne ai iubi la fel dac ,0.976684934,0.92,0.833333333,validated
112833,162352,1,1,La Tine caut adÃ„Âƒpost,La umbra Ta-I alin Ä¹ÂŸi mÄ‚Ë˜ngÄ‚Ë˜iere,cm fm la tine caut domane adapost bb cand sufletul mi singur si mahnit cm fm cand de ndoieli si team,capo am dm la tine caut domane adapost cand sufletul mi singur si mahnit am dm cand de ndoieli si te,0.976569481,0.92,0.222222222,validated
110026,122536,1,1,In fiecare zi din viata mea / Da eu ma bucur,In fiecare zi din viata mea - Da eu ma bucur,em bm in fiecare zi din viata mea am em in fiecare zi din viata mea am in fiecare ceas pe care traie,fm cm in fiecare zi din viata mea fm in fiecare zi din viata mea in fiecare ceas pe care traiesc fm ,0.97612893,0.91,0.977272727,validated
72590,84100,1,1,Hosanna (romana),Osana (Hosanna),privesc la domnul slavei coborand cu limbi de foc pe ntreg pamant cutremurand bm vad dragostea si mi,privesc la domnul slavei coborand cu limbi de foc pe ntreg pamant cutremurand vad dragostea si mila ,0.975654432,0.97,0.516129032,validated
534,124131,1,1,"Rabuni, Tu din morti ai inviat","Rabuni, Tu din morti ai inviat",ref rabuni tu din morti ai inviat fii in veci glorificat rabuni tu din morti ai inviat cu cel sfant ,rabuni tu din morti ai inviat bm ref rabuni tu din morti ai inviat fii in veci glorificat bm rabuni ,0.975613906,0.64,1,validated
55944,421,1,1,Adonai (varianta acustica),Aadonai,doamne in veci vei fi misterul ce voi iubi domn peste cer si pamant dumnezeu minunat vino lumina ta ,am dm am doamne in veci vei fi misterul ce voi iubi domn peste cer si pamant dumnezeu minunat am dm ,0.975128644,0.88,0.363636364,validated
126009,129147,1,1,Linistea,Linistea,cm eb cm se aduna ganduri tarziu in noapte eb fm cm sperante frante inlacrimate cm eb cm ingenunchez,se aduna ganduri tarziu in noapte sperante frante inlacrimate ingenunchez acum cer indurare primeste,0.97437945,0.73,1,validated
100715,107559,1,1,IatÃ„Âƒ eu vin curÄ‚Ë˜nd,Iata eu vin curand (versiune corecta),am iata eu vin curind si rasplata mea este cu mine ca sa dau fiecaruia dupa fapta lui am eu sunt alf,iata eu vin curind si rasplata mea este cu mine ca sa dau fiecaruia dupa fapta lui eu sunt alfa si o,0.974325232,0.94,0.524590164,validated
142179,142930,1,1,Aleluia Doamne(Nimeni nu-i ca Tine sfant),Nimeni nu-i ca Tine de sfÄ‚Ë˜nt,em nimeni nu ca tin de sfant nici in cer nici pe pamant domnul meu em tu esti bucuria mea pe tine te,em nimeni nu ca tine de sfant nici in cer nici pe pamant domnul meu em tu esti bucuria mea pe tine t,0.973726003,0.99,0.666666667,validated
124616,370,1,1,Doamne mai vreau Rusalii(in C),Doamne da-ne rusalii,doamne mai vreau rusalii am cu limbi de foc sa le imprastii pe fiecare sa ne atingi cu duhul tau doa,doamne mai vreau rusalii em cu limbi de foc sa le imprastii pe fiecare sa ne atingi cu duhul tau doa,0.973700432,0.99,0.64,validated
60150,141962,1,1,Tu esti Rege,Sunny TrancÃ„Âƒ - Tu eÄŒÂ™ti Rege,bm fara tine doamne sunt pierdut fara tine as fi murit de mult em bm bsus sunt al tau doar tie ti ap,bm asus fara tine doamne sunt pierdut asus fara tine as fi murit de mult em bm bsus sunt al tau doar,0.972932596,0.9,0.488888889,validated
110264,110748,1,1,vino-n lumea mea,Vino-n lumea mea,am plecat de acasa la amiaz in luna forilor am sperat sa nu ajunga iar umbra norilor bb de viata mul,capo em em am plecat de acasa la amiaza in luna forilor am sperat sa nu ajunga iar umbra norilor em ,0.971861519,0.86,0.9375,validated
63592,63700,1,1,Doamne vreau sa ma inchin,Inima mea Iti spune iubire (Pour out my heart),doamne vreau sa ma nchin si cu inima mea inaintea ta vin cand ma rog ma asculti de pacate ma ierti n,inima mea iti spune iubire bpm doamne vreau sa ma nchin bm si cu inima mea inaintea ta vin cind ma r,0.971810701,0.65,0.338028169,validated
730,108009,1,1,Din dragoste,Din dragoste Tatal a dat,din dragoste strofa din dragoste tatal dat bm pe fiul sau preaminunat bm din dragoste cerul plans di,din dragoste tatal dat pe fiul sau preaminunat bm din dragoste cerul plans din dragostea murit de ca,0.971490651,0.77,0.666666667,validated
105830,122794,1,1,Hai spune-mi cine a biruit moartea (Leul din Iuda),Leul din Iuda,bm hai spune mi cine biruit moartea cine calcat peste ea bm cine leul din iuda bm scutul taria mea b,hai spune mi cine biruit moartea cine calcat peste ea cine leul din iuda scutul taria mea spune mi c,0.971151472,0.9,0.412698413,validated
68955,126835,1,1,Eu n-am sÃ„Âƒ te las ca sÃ„Âƒ pieri,Eu n-am sa te las ca sa pieri - Cheama-ma in ziua cea grea,eu am sa te las ca sa pieri cand treci prin necazul cel greu c atunci cand ma chemi in dureri d eu v,am eu am sa te las ca sa pieri dm cand treci prin necazul cel greu c atunci cand ma chemi in dureri ,0.970941005,0.94,0.580645161,validated
162473,96500,1,1,Iubirea cea sfanta ti-aduce viata si pace,Iubirea cea sfanta (Domneasca ea iubirea sfanta),bb eb iubirea cea sfanta ti aduce viata si pace cm gm un zambet cand totul ti greu cm ti alunga tris,m iubirea cea sfanta ti aduce viata si pace un zambet cand totul ti greu ti alunga tristetea si plan,0.969706846,0.86,0.584269663,validated
80886,106265,1,1,Ce n-ar da sa aiba lumea,Ce n-ar da sÃ„Âƒ aibÃ„Âƒ lumea,ce ar da sa aiba lumea pace inima ce ar da sa aiba lumea liniste deplina insa pacea la tine pacea nu,ce ar da sa aiba lumea pace inima ce ar da sa aiba lumea liniste deplina refren insa pacea la tine p,0.969605617,0.93,0.814814815,validated
66577,127106,1,1,Harul Tau in incercarea grea,Da-ne putere Doamne,am da ne putere doamne azi iti cerem dm am puterea duhului tau sfant dm am ca sa putem invinge orice,bm bm bm bm da ne putere doamne azi iti cerem puterea duhului tau sfant em bm ca sa putem invinge or,0.968975184,0.88,0.255319149,validated
131277,69486,1,1,Vreau sa spuna cel ce-i slab,Vreau sa spuna cel ce-i slab,vreau sa spuna cel ce slab eu sunt tare in hristos cel sarac eu sunt bogat iar cel orb sunt sanatos ,vreau sa spuna ce ce slab eu sunt tare in hristos cel sarac eu sunt bogat iar cel orb sunt sanatos r,0.968964263,0.99,1,validated
687,88815,1,1,Vine Isus,Vine Isus,timpul fuge fara noi alergam dupa nevoi fara rost nu mai stim cine suntem unde mergem sau ce vrem cu,gm timpul fuge fara noi dm alergam dupa nevoi fara rost gm nu mai stim cine suntem dm unde mergem sa,0.968350459,0.88,1,validated
110418,114475,1,1,Dragostea,Dragostea,am dragostea mereu va lupta pana la capat ea va rabda am bunatatea felul ei de fi de rau pe nimeni n,em dragostea mereu va lupta pana la capat ea va rabda em bunatatea felul ei de fi de rau pe nimeni n,0.968086572,0.98,1,validated
64593,131725,1,1,in betleem azI,In Betleem azi,re in betleem azi in belteem azi la re mare minune sol re la hristos se naste domnul coboara la sol ,in betleem azi in belteem azi mare minune hristos se naste domnul coboara ingerii canta magii il ado,0.968064238,0.78,0.785714286,validated
108007,90806,1,1,Inalt vocea mea catre Tin` Rege-al Gloriei,Inalt vocea mea Gama Do major,bb dm inalt vocea mea catre tin rege al gloriei bb dm ridic mainile catre cel ce vrednic gm tanjesc ,inalt vocea mea am catre tin rege al gloriei ridic mainile am catre cel ce vrednic dm tanjesc dupa t,0.967983218,0.87,0.61971831,validated
715,108007,1,1,Inalt vocea mea,Inalt vocea mea catre Tin` Rege-al Gloriei,capo inalt vocea mea catre tin rege al gloriei ridic mainile catre cel ce vrednic tanjesc dupa tine ,bb dm inalt vocea mea catre tin rege al gloriei bb dm ridic mainile catre cel ce vrednic gm tanjesc ,0.967505948,0.86,0.526315789,validated
126185,141259,1,1,Cu un singur cuvant - Isuse iti multumesc si te slavesc,Cu un singur cuvÄ‚Ë˜nt,cu un singur cuvant tu prin duhul tau sfant ai schimbat pasul meu pe pamant drumul mi ai netezit via,do cu un singur cuvant fa do tu prin duhul tau sfant sol ai schimbat pasul meu pe pamant do drumul m,0.967489395,0.84,0.467532468,validated
131408,149793,1,1,70 de ori cate 7,70 de ori cate 7,ucenicii pe isus au intrebat omul de cate ori poate fi iertat petru spus de ori dar tu esti invatato,capo intro em b am em am em b em am em b em em b em ucenicii pe isus au intrebat b em omul de cate o,0.967450779,0.43,1,validated
361,523,1,1,Dragostea Ta,Astazi te rog,asus asus astazi te rog doamne din nou sa ma strangi mereu la pieptul tau asus asus vreau sa te atin,astazi te rog doamne din nou sa ma strangi mereu la pieptul tau vreau sa te ating si sa te simt sa m,0.966739174,0.8,0.32,validated
345,154659,1,1,Iti dau inima mea,Iti dau inima mea,iti dau inima mea si tot ce am aduc acum naintea ta de dragul tau iisus tot ce eu visez mandria mea ,iti dau inima mea si tot ce am aduc em acum naintea ta de dragul tau isus tot ce eu visez mandria me,0.966537116,0.97,1,validated
124798,146309,1,1,Mama mea,Cand ochi mi-am deschis intaia oara,d gm cand ochii mi am deschis intaia oara vazut am chipu ti bland si iubitor d gm simtit am adierea ,em cand ochii mi am deschis intaia oara vazut am chipu ti bland si iubitor em simtit am adierea ta u,0.965736635,0.94,0.23255814,validated
172277,117481,1,1,Dumnezeu neschimbat,Dumnezeu neschimbat,am em toate vor trece intr zi oricat de bune ar fi doar tu esti vesnic doar tu ramai am em natiuni a,dumnezeu neschimbat csus csus am em toate vor trece intr zi oricat de bune ar fi doar tu esti vesnic,0.965675127,0.7,1,validated
118213,131421,1,1,O ce veste imbucuratoare,O ce veste imbucuratoare,ce veste imbucuratoare care ingerii ne au adus vestea despre mare indurarecare dumnezeu ne trimis de,ce veste imbucuratoare care ingerii ne au adus vestea despre marea indurare care dumnezeu ne trimis ,0.965285903,0.98,1,validated
102766,617,1,1,Duhul  Domnului,Duhul Domnului este putere,dm bb duhul domnului este puternic dm bb duhul domnului taria mea dm bb duhul domnului este puternic,duhul domnului este putere duhul domnului taria mea duhul domnului este putere imi da victoria cel c,0.964879991,0.78,0.682926829,validated
473,142927,1,1,Cum as putea sa tac,Cum as putea sa tac,cum as putea sa tac cum as putea sa tac si sa nu ti cant caci daca eu nu ti voi canta te va lauda si,am cum as putea sa tac cum as putea sa tac si sa nu ti cant dm caci daca eu nu ti voi canta am am te,0.96481413,0.88,1,validated
141237,177993,1,1,Ne vom revedea,Ne vom revedea,timpul este pe sfarsit vom pleca spre infinit ramane ce am facut vom sluji cui am crezut cui am crez,timpul este pe sfarsit vom pleca spre infinit ramane ce am facut vom sluji cui am crezut cui am crez,0.964562417,1,1,validated
112867,127341,1,1,Cand numai poti tu poate El - Daniel Dinescu,Cand nu mai poti tu poate El,gm cm gm gm cand numai poti tu poate el poat el poate el x numai dumnezeu cm cand crezi ca nu mai po,gm cm dm gm gm cm dm gm cm gm tu trebuie sa crezi sa crezi in dumnezeu tu trebuie sa vezi in ajutoru,0.964077003,0.42,0.75,validated
761,84924,1,1,Ca un copil,Ca un copil,intro sunt ca un copil stingher si umil ce se increde in tatal sau deplin cu ochii senini privesc fa,intro x sunt ca un copil stingher si umil ce se increde in tatal sau deplin cu ochii senini privesc ,0.963978559,0.98,1,validated
516,595,1,1,Ä¹Ë˜ie laudÃ„Âƒ-Ä¹Ë˜i cÄ‚Ë˜ntÃ„Âƒm (Gama Do),tie lauda-tii cantam,tie lauda ti cantam pe tine te adoram am numele tau inaltam am in prezenta tronului plin de slava am,tie lauda ti cantam pe tine te adoram am numele tau inaltam in prezenta tronului plin de slava in pr,0.963831199,0.95,0.46875,validated
102670,103944,1,1,Voi lasa viata mea,VeÄŒÂ™nic Ä‚Å½n mÄ‚Ë˜na Ta (CORECT),ma trezesc bucuros dimineata si privesc sus spre cerul senin am speranta chiar de trece si viata voi,ma trezesc bucuros dimineata si privesc sus spre cerul senin am speranta chiar de trece si viata voi,0.963466644,1,0.264150943,validated
162349,158760,1,1,CerceteazÃ„Âƒ-mÃ„Âƒ,Cerceteaza-mÃ„Âƒ,capo cerceteaza ma te rog em vorbeste mi tu cu dragoste vreau sa aud doar vocea ta dumnezeul meu vez,cerceteaza ma te rog gm vorbeste mi tu cu dragoste vreau sa aud doar vocea ta dumnezeul meu vezi dac,0.963367236,0.94,0.857142857,validated
74175,135483,1,1,In mana Ta,In Mana Ta,ma cunosti cel mai bine stii ca gresesc dar ma chemi langa tine si ma ncurajezi de as ramane clipa f,prima strofa ciupind fara capo ma cunosti cel mai bine stii ca gresesc dar ma chemi langa tine si ma,0.96304973,0.69,0.9,validated
597,165389,1,1,Tu-mi esti refugiu cand sunt slab,Tu-mi esti refugiu cand sunt slab,tu mi esti refugiu cand sunt slab tu esti comoara ce caut tu esti in toate domn inima mea tie ti dau,tu mi esti refugiu cand sunt slab fm tu esti comoara ce caut tu esti in toate domn fm inima mea tie ,0.962913727,0.94,1,validated
81430,90264,1,1,ne vom vedea.....,Suntem straini pe-acest pamant,ne vom vedea suntem straini pe acest pamant suntem pribegi in lumea aceasta calatorind inspre canaan,suntem straini pe acest pamant suntem pribegi in lumea aceasta calatorim inspre canaan avem cu toii ,0.962702621,0.85,0.29787234,validated
65604,110781,1,1,"Haideti, Laudati cu totii",Haideti laudati cu totii / Hava nagila Hava,haideti laudati cu totii dm pe dumnezeul sfant al lui israel haideti laudati cu totii dm pe dumnezeu,haideti laudati cu totii eb pe dumnezeul sfant al lui israel ridica ti mainile si canta numele eb ca,0.96252445,0.73,0.676470588,validated
596,347,1,1,Sunt frant eu cad,"Sunt frant, eu cad",sunt frant eu cad in bratul tau acum am obosit de al vietii lung drum eu vin acum ingenunchez pacatu,sunt frant eu cad in bratul tau acum am obosit pe al lumii lung drum eu vin acum ingenunchez pacatul,0.96186524,0.95,0.971428571,validated
130312,149795,1,1,Dumnezeul lui Avraam Isaac si Iacov,"Dumnezeul lui Avraam, Isaac si Iacov",gm mai bine este sa cauti un adapost in domnul cm gm decat sa te increzi intr un om gm credinta vei ,capo em mai bine este sa cauti un adapost in domnul am em decat sa te increzi intr un om em credinta,0.96160444,0.91,0.985915493,validated
103350,161449,1,1,Mare e gloria Domnului,Domnul pentru mine a murit,mare gloria domnului intro bb bb domnul pentru mine murit amin amin bb in sange sfant isus biruit am,capo domnul pentru mine murit amin amin in sange sfant isus biruit amin amin fost mort dar azi viu a,0.96108566,0.67,0.333333333,validated
103641,101124,1,1,Isaia 53,Isaia 53,capo am dispretuit si parasit de oameni dm om al durerii si obisnuit cu suferinta era asa de dispret,am dispretuit si parasit de oameni dm om al durerii si obisnuit cu suferinta am era asa de dispretui,0.960462803,0.95,1,validated
69344,546,1,1,Indeajuns mi-e Doamne (G),Indeajuns mi-e Doamne doar harul Tau,indeajuns mi doamne doar harul tau indeajuns mi doamne doar harul tau indeajuns mi doamne doar harul,fa solm indeajuns mi doamne doar harul tau do fa indeajuns mi doamne doar harul tau fa sib te laud d,0.960291319,0.69,0.721311475,validated
142932,145883,1,1,Uimit de-atÄ‚Ë˜ta bogÃ„ÂƒÄŒÂ›ie,Uimit de-atÄ‚Ë˜ta bogÃ„ÂƒÄŒÂ›ie,uimit de atata bogatie bb ce am gasit doamne tin gm ma ntreb ce as fi fara de tine in viata aceasta ,uimit de atata bogatie bb ce am gasit doamne tin gm ma ntreb ce as fi fara de tine in viata aceasta ,0.960259,1,1,validated
84935,140831,1,1,Cand nici nu existam,Cand nici,cand nici nu existam si nici aveam suflare bm din ceruri inca de atuncia ma vegheai cand nici chip n,re la cand nici nu existam sol re la si nici aveam suflare siminor la re din ceruri inca de atuncia ,0.959693608,0.72,0.620689655,validated
154324,167358,1,1,Esti soarele meu,Esti soarele meu,ab bbm bbm ab isus tu cobori in inima mea si stiu ca simpt prezenta ta ab orice veni voi stii mana t,bm bm isus tu cobori in inima mea si stiu ca simt prezenta ta orice veni voi stii mana ta ma pazi in,0.959461613,0.88,1,validated
124730,125142,1,1,Va veni cel ce vine-D,Mii de ani ce-au trecut - Va veni va veni Cel ce vine,mii de ani ce au trecut spun ca ceasul care vine nu va zabovi universu si grabeste acum pasul pentr ,em mii de ani ce au trecut spun ca ceasul am em care vine nu va zabovi universu si grabeste acum pas,0.959354327,0.91,0.486486486,validated
110752,152960,1,1,Orice-am face Doamne [ G ],Duhul Tau,orice am face doamne orice am spune fara duhul tau goana dupa vant si orice viata fara tine apune um,intro em am em orice am face doamne orice am spune em fara duhul tau goana dupa vant si orice viata ,0.959022152,0.82,0.057142857,validated
399,729,1,1,Splendoare de imparat,Splendoare de-mparat,splendoare de mparat in slava imbracat pamantul va canta pamantul va canta lumina haina sa si noapte,splendoare de mparat em cu slava imbracat pamantul va canta pamantul va canta lumina haina sa em si ,0.957388977,0.92,0.926829268,validated
57823,136197,1,1,Doar Tu ma cunosti,doar tu ma cunosti,deseori incerc sa ma ascund poate am un zambet trist sau lacrima pe obraz stearsa tain usor si sufle,deseori incerc sa ma ascund poate am un zambet trist sau lacrima pe obraz stearsa tain usor si sufle,0.956699345,1,0.888888889,validated
64253,170379,1,1,Colind(hai deschide inima ta),Hai deschide inima ta,intro colind colind colind nascut mesia cor hai deschide inima ta em sa gasesti minunea din ea ca in,refren hai deschide inima ta em sa gasesti minunea din ea ca intr iesle si viata ta nascut mesia cu ,0.95549804,0.58,0.8,validated
126188,132139,1,1,Suntem gata ca sa ne jertfim-Am,fratilor credinta,am dm am fratilor credinta noastra pazim dm am am de pe drumul crucii sa nu ratacim am dm am de pe c,re min c d fratilor credinta noastra pazim a de pe drumul crucii sa nu ratacim c d de pe calea sfant,0.954765667,0.82,0.125,validated
60501,129134,1,1,In fata tronului de sus,Ä‚ÂŽn faÄŒÂ›a tronului de sus,capo em em bm in fata tronului de sus eu am un bun aparator em am un mare preot pe isus la care aflu,in fata tronului de sus em eu am un bun aparator am un mare preot pe isus la care aflu ajutor sapat ,0.953508691,0.83,0.807692308,validated
113708,79549,1,1,"Da eu stiu, Domnul meu e viu",Eu stiu Domnul meu e viu,capo asus bsus asus bsus cine nvatat soarele sa rasara asus bsus si cine pus tarmul langa ocean asus,cine nvatat soarele sa rasara si cine pus tarmul langa ocean si cum stie luna ziua sa se ascunda si ,0.953276281,0.65,0.884615385,validated
602,154990,1,1,O CARTE CU SAPTE PECETI,O carte cu Ä¹ÂŸapte peceÄ¹Åi,em em carte cu sapte peceti carte sta inchisa em em in mana dumnezeului sfant in mana sa intinsa em ,am carte cu sapte peceti am carte sta inchisa am in mana dumnezeului viu am in mana sa intinsa am si,0.953168266,0.87,0.192307692,validated
114477,129357,1,1,Aleluia! Atunci cÄ‚Ë˜nd David lÃ„Âƒuda,Aleluia Aleluia,intro esus esus esus esus atunci cand david lauda intreg vazduhul se bucura fara nota fa de pe coard,intro atunci cand david lauda intreg vazduhul se bucura caci pacea din inalt venea in inimi in acord,0.953037454,0.68,0.452830189,validated
59089,112042,1,1,Eu n-am meritat,Eu n-am meritat!!,em stau si ma gandesc ca ai murit em vreau sa pot iubi cum ai iubit em vreau sa iert asa cum ai iert,em stau si ma gandesc ca ai murit em vreau sa pot iubi cum ai iubit em vreau sa iert asa cum ai iert,0.951927108,1,0.9375,validated
87615,61055,1,1,M-ai regasit / Tu m-ai cules,M-ai regasit,ai regasit cand eu pierdut in mine ma rastigneam pe altarele de lut cand prabusit zaceam neputinta c,ai regasit cand eu pierdut in mine dm ma rastigneam pe altarele de lut cand prabusit zaceam neputint,0.951396005,0.97,0.6,validated
505,124596,1,1,"Nu-i nimeni ca Tine, Isus...",Nu-i nimeni ca Tine Isus,nu nimeni ca tine isus nu nimeni ca tine isus prin nopti de durere am sa dea mangaiere nu nimeni ca ,nu nimeni ca tine isus nu nimeni ca tine isus em prin nopti de durere bm sa dea mangaiere nu nimeni ,0.951365713,0.96,0.923076923,validated
126846,175921,1,1,Tu esti viata,Tu eÄŒÂ™ti viaÄŒÂ›a,fm tu esti viata tu esti viata cel ce ai inviat din morti c tu ai invins chiar boldul mortii fm si a,dm tu esti viata tu esti viata cel ce ai inviat din morti tu ai invins chiar boldul mortii dm si ai ,0.951242122,0.96,0.6875,validated
436,154659,1,1,Tie iti dau,Iti dau inima mea,sol re fa mim iti dau inima mea si tot ce am aduc do re sol acum naintea ta de dragul tau isus sol r,iti dau inima mea si tot ce am aduc em acum naintea ta de dragul tau isus tot ce eu visez mandria me,0.951182219,0.76,0.428571429,validated
322,64954,1,1,Viata mea,Viata mea s-a schimbat,viata mea la do re mi eram pierdut eram cazut eram trist si apasat re la mi la traiam viata de suspi,eram pierdut eram cazut eram trist si apasat bm traiam viata de suspin traiam viata in pacat timpul ,0.95114109,0.68,0.580645161,validated
150760,162348,1,1,Acolo noapte nu va fi (Acorduri Originale),Apocalipsa 22 (Acolo noapte nu va fi),gm eb bb apoi mi aratat in cer un rau cu apa vie gm eb bb curgea lin de la dumnezeu din scaunul de d,bm apoi mi aratat in cer un rau cu apa vie bm curgea lin de la dumnezeu din scaunul de domnie dm pe ,0.951101742,0.86,0.556962025,validated
66980,692,1,1,Cum sa-ti multumesc,Cum sa-Ti multumesc,capo em c dm em c dm cum sa ti multumesc pentru tot ce mi ai daruit aaug fm fm eu am meritat ca sa m,fm m maj fm sus sus maj cum sa ti multumesc pentru tot ce mi ai daruit maj m eu am meritat ca sa ma ,0.950272002,0.81,0.947368421,validated
10404,10466,5,1,Revelatie si Inspiratie sau Cine a scris Biblia?,Revelatie si Inspiratie sau Cine a scris Biblia?,revelatie si inspiratie sau cine scris biblia cel ce deschide biblia se poate apropia de ea din doua,revelatie si inspiratie sau cine scris biblia cel ce deschide biblia se poate apropia de ea din doua,1,1,1,validated
10451,10564,5,1,Scrisoare,"Scumpul meu,",scumpul meu iti trimit aceasta scrisoare prin unul din ucenicii mei vreau sa ti spun cat de mult te ,iti trimit aceasta scrisoare prin unul din ucenicii mei vreau sa ti spun cat de mult te iubesc ca ma,0.960119149,0.88,0.285714286,validated
10543,68756,5,1,"Om bogat, om sÃ„Âƒrac","Om bogat, om sÃ„Âƒrac",lica zlataru era cel mai bogat si cel mai vazut om din oras nu degeaba toata lumea numea boierul lic,lica zlataru era cel mai bogat si cel mai vazut om din oras nu degeaba toata lumea numea boierul lic,0.994500486,1,1,validated
10667,10954,5,1,Vieti transformate,Ramona Acatrinei (Vieti Transformate),este mult dezmat la discoteca fetele sunt aproape dezbracate acolo se aud doar vorbe urate atmosfera,este mult dezmat la discoteca fetele sunt aproape dezbracate acolo se aud doar vorbe urate atmosfera,0.989710076,1,0.618181818,validated
10789,10798,5,1,Studiu despre Duhul Sfant,Duhul SfÄ‚Ë˜nt,duhul sfant cuprins lucrarea duhului sfant in vechiul testament semnificatia termenului ruah in vech,duhul sfant cuprins lucrarea duhului sfant in vechiul testament semnificatia termenului ruah in vech,1,1,0.512820513,validated
10821,10822,5,1,"BIBLIA, intre cartile care au schimbat lumea","BIBLIA, Ä‚Å½ntre cÃ„ÂƒrÄ¹Åile care au schimbat lumea",biblia versiunea king james bible de william tyndales nu putea sa nu se gaseasca in topul cartilor c,biblia versiunea king james bible de william tyndales nu putea sa nu se gaseasca topul cartilor care,1,0.97,0.845360825,validated
10990,11237,5,1,Sunt Barbat...Partea a 2-a,Sunt barbat...Partea a 2-a,si revin din nou la starile mele cu care ma confrunt de nenumarate ori dar cu inima deschisa pentru ,si revin din nou la starile mele cu care ma confrunt de nenumarate ori dar cu inima deschisa pentru ,1,1,0.961538462,validated
11339,11340,5,1,Simbolurile Duhului Sfant,Simbolurile Duhului Sfant,normal false false false microsoftinternetexplorer style definitions table msonormaltable mso style ,normal false false false microsoftinternetexplorer style definitions table msonormaltable mso style ,0.999711526,1,1,validated
11468,119292,5,1,BÄ‚Ë˜rfa sau clevetirea,Clevetirea sau barfa...,ngaduiti va unii pe altii si daca unul are pricina sa se pl nga de altul iertati va unul pe altul cu,ngaduiti va unii pe altii si daca unul are pricina sa se pl nga de altul iertati va unul pe altul cu,0.964812597,1,0.391304348,validated
101797,113425,5,1,Gandul Vesniciei ( partea 1),Gandul vesniciei (partea 1),http altarul blogspot ro orice lucru el face frumos la vremea lui pus inima lor chiar si ndul vesnic,orice lucru el face frumos la vremea lui pus inima lor chiar si ndul vesniciei macar ca omul nu poat,0.998606583,0.75,0.945454545,validated
